,title,company,location,salary,summary
188,"
Test Analyst (ETL) _ HYD","
SpectraMedix","Hyderabad, Telangana",nan,Generate test data as required.
189,"
Data Engineer - Operations Digital Assets","

McKinsey & Company","Gurgaon, Haryana",nan,Our team has a mix of data engineering and data science expertise with a successful track record of tech-enabling new and existing solutions by bringing cutting…
190,"
Innovation Manager — Research and Data Solutions","
StartUs Insights",Remote,"

₹72,000 - ₹1,10,000 a month
","Join StartUs Insights, an international data science company on a mission to map the world’s information on innovation, emerging companies and technologies."
191,"
CRC Level 1","

Icon plc","Salem, Tamil Nadu",nan,"Bachelor's life science degree, or relevant industry-field experience."
192,"
Data Scientist - GoMerchant","
GO-JEK","Bengaluru, Karnataka",nan,Gojek-Merchants data science team works on a broad range of data science problems (i.e. from cost saving to revenue generation problems).
193,"
Data Engineer: Advanced Analytics","

IBM",Bihar,nan,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition."
194,"
Data Scientist","
Spericorn Technology","Technopark, Kerala",nan,Must have minimum 1+ years’ experience in data science.
195,"
Python and DAta SCIENCE Developer","

A2IT","Mohali, Punjab",nan,A2IT is a leading software development company in Mohali Chandigarh with expertise in both Cloud-based Applications and Web applications.
196,"
Machine Learning Trainee","
ABI Health Technologies","Bengaluru, Karnataka","

₹20,000 - ₹30,000 a month
",Study and transform data science prototypes.
197,"
DataStage Developer","
Deloitte consultancies","Hyderabad, Telangana",nan,"Qualifications: Knowledge of a variety of computer science tools and techniques, such as: • Well proficient at expert level in SQL • Proficient in MSBI…"
198,"
Data Analytics and Strategy Analyst/Sr Analyst","

Salesforce","Hyderabad, Telangana",nan,1+ years experience in the data warehouse space.
199,"
Machine Learning Engineer/ Data Scientist","
Dürr AG","Noida, Uttar Pradesh",nan,"This includes data processing, data exploration, ML model development & training as well as the deployment."
200,"
Senior Data Specialist","
The Geographic Planning Collaborative (GPC) Group","Hyderabad, Telangana",nan,"Experience with FME Server for automating data download, data streaming and data synchronization."
201,"
Data Engineer","
Disprz","Andheri, Mumbai, Maharashtra",nan,Minimum 1 year experience in data analysis or data science or data engineering.
202,"
Product Development Engineer - Data Engineer II","

Phenom People","Hyderabad, Telangana",nan,4 + years of experience handling large volumes and velocity of data.
203,"
Data Analyst","

Zscaler","Chandigarh, Chandigarh",nan,2 years in a data analytics role.
204,"
Fresher - Internship - Business Analytics / Data Analytics -...","
Shri TirupatiI Balaji Education Foundation","Delhi, Delhi","

₹3,60,000 - ₹5,90,000 a year
",Call / whatsapp Ketan - 9808811409 / Rashmi - 8755902532.
205,"
Data Science Engineer-Analytics","

Inspirisys Solutions","Chennai, Tamil Nadu",nan,"Apply design and data analysis techniques to organize the presentation of data in visually innovative ways in order to make it easier to understand, insightful,…"
206,"
Data Engineer - ETL Developer","

WNS India",Andhra Pradesh,nan,"Work with the Application Development team to implement data strategies, build data flows and develop conceptual data models."
207,"
Service Delivery Manager","
Relex Solutions","Alwal, Hyderabad, Telangana",nan,"To achieve this we use our in-house built terabyte scale in-memory database, which stores tens of billions of rows of data."
208,"
Lead- Python (Data Science)","

Infosys Limited","Bengaluru, Karnataka",nan,A day in the life of an Infoscion.
209,"
Data Analytics - BA4","

Barclays","Pune, Maharashtra",nan,Experience with advanced data science/machine learning techniques (Random Forests/Clustering/HMM/Tensorflow).
210,"
Computer Operator","

Narayana Medical College Hospital","Nellore, Andhra Pradesh","

₹8,000 - ₹12,000 a month
",Associate’s degree or higher in computer science or related field Excellent problem solving skills The capability to work well in high-pressure situations Great…
211,"
Data Mgmt Leader 1","

WELLS FARGO BANK","Hyderabad, Telangana",nan,Minimum Bachelors degree in Engineering (Specialized in IT or data science).
212,"
Data Scientist","
sybill",Remote,nan,"Write clean, functional code across the data science and AI infrastructure."
213,"
Data Scientist (Intern)","
AIChunks","Sector 22 Chandigarh, Chandigarh",nan,Graduates in the field of Computer Science and have basic Knowledgwe of Machine Learning and AI.
214,"
Data science engineer","

Angel broking","Mumbai, Maharashtra",nan,"Should have worked on data science models for marketing department, Ex: customer acquisition, Customer retention."
215,"
Business Analyst - Data Science","

Sitel","Mumbai, Maharashtra",nan,"Design, Develop, Test and Deploy the E2E RPA solution as per the operational needs of clients."
216,"
Research Consultant","
CCS Computers","New Delhi, Delhi",nan,"To act as domain expert for applications of AI/Machine Learning, Cloud Computing/storage in biological/health sciences."
217,"
Research Consultant","
CCS Computers","New Delhi, Delhi",nan,"To act as domain expert for applications of AI/Machine Learning, Cloud Computing/storage in biological/health sciences."
218,"
Data Visualization Developer","
Xpheno","Bengaluru, Karnataka","

₹15,00,000 - ₹18,00,000 a year
",Experience with data model optimization and strong understanding of different data modeling techniques.
219,"
Data Scientist","

Ericsson","Chennai, Tamil Nadu",nan,"As a Data Scientist, you will need to have strong programming skills and good understanding of data science and Machine Learning tools."
220,"
Data Engineer","
Vassu Tech","Hyderabad, Telangana",nan,"Plan, design, implement and document and data integration processes varying in levels of complexity."
221,"
Data Analyst","

Anyone Home","Pune, Maharashtra",nan,Commissioning and decommissioning of data sets.
222,"
Data Science","
AdmyBrand","Bengaluru, Karnataka",nan,Extending company's data with third party sources of information when needed.
223,"
Chief Data Science officer","
RedLotus","Mumbai, Maharashtra",nan,"Responsible for areas such as data quality, data governance, master data management, information strategy, data science, and business analytics."
224,"
Senior Staff Flood Data Scientist","
One Concern","Alwal, Hyderabad, Telangana",nan,"By combining data science and natural phenomena science we are pursuing a vision for planetary-scale resilience, where everyone lives in a safe, equitable, and…"
225,"
Software Engineer ( Data Sciences)","

Myntra.com","Bengaluru, Karnataka",nan,Familiarity with ingestion/extraction data from varied data sources.
226,"
Senior Data Engineer","
GIUSTINO SOLUTIONS PVT LTD","Hyderabad, Telangana","

₹14,00,000 - ₹20,00,000 a year
",Develop enhancements to contextualization of data in the data lake with the use of reference data from Master data tools across GP and data catalogs.
227,"
Data Research Executive","
VyasLife","Baner, Pune, Maharashtra","

₹15,000 - ₹25,000 a month
",Conducting Data and Internet search by using various research techniques on given industry.
228,"
Head of Data Science and Engineering","
Metric Tree Labs","Ernakulam, Kerala","

₹18,00,000 - ₹22,00,000 a year
",Own the core data pipelines and scale our data processing flow.
229,"
Group Leader - NLP","

Novartis","Hyderabad, Telangana",nan,"Understands complex and critical business problems from a variety of stakeholders and business functions, formulate integrated analytical approach to mine data…"
230,"
Data Scientist 2","

Microsoft","Noida, Uttar Pradesh",nan,3+ years of hands-on experience with data science or analytics in a business context.
231,"
Data Science Developer","
Ajira AI","Pune, Maharashtra",nan,"You keep up to date with what’s happening in the data science world and know the differences between classification, regression, clustering and time series."
232,"
Data Engineering - Scala Databricks - Multiple locations","

UnitedHealth Group",nan,nan,"Experience in data ingestion, preparation, integration and operationalization techniques in optimally addressing the data requirements."
233,"
Manager Data Science","

PayPal",nan,nan,Design and implement data-driven systems that increase sales success.
234,"
Senior Manager - Data Champion","

Novartis","Hyderabad, Telangana",nan,They are passionate about and promote the concepts of data governance and data management in their respective functions.
235,"
Data Scientist- Computer Vision Scientist","

[24]7.ai","Bengaluru, Karnataka",nan,The Computer Vision and Image Processing (CVIP) team of Data Science Group (DSG) develops scalable solutions involving images and videos in conversational space…
236,"
Associate , Data Engineering","

BlackRock","Gurgaon, Haryana",nan,"The data platform is compelling analytics offering, supported by high quality historical data."
237,"
Data Science Specialist","

Great Learning","Gurgaon, Haryana",nan,Drive cross-pollination of ideas and knowledge with in-house data science team to deliver in-house solutions and translate them into learning material & case…
238,"
VC++/C++/ MFC- Data Modeling- Complex Problems","
CareerXperts","Hyderabad, Telangana",nan,Our Client owns the market-leading data modeling solutions that helps organizations promote strong data governance and derive maximum value from their data…
239,"
Programmer Analyst","

Cognizant","Mysore, Karnataka",nan,Collate data and provide inputs for reporting requirements.
240,"
Data Scientist I","

Novartis","Hyderabad, Telangana",nan,Works with senior data science team member to present analytical content concisely and effectively.
241,"
Data Scientist –Technology","

Anlage Infotech","Bengaluru, Karnataka",nan,"Perform exploratory data analyses, generate and test working hypotheses, prepare and analyze historical data and identify patterns."
242,"
Project Data Manager - CDM+SAS+SDTM Role","

Syneos Health Clinical","Hyderabad, Telangana",nan,Trains and mentors data management staff.
243,"
Data Operations Associate - GUR","

BlackRock","Gurgaon, Haryana",nan,"Give to all aspects of rolling out multiple concurrent new indices, across various asset classes and strategies in Aladdin, including vendor data acquisition,…"
244,"
Data Scientist-1","

PayPal",nan,nan,As the decision science analyst she/he….
245,"
Data Warehouse Engineer III","

Indeed",nan,"

₹39,20,000 - ₹56,80,000 a year
","The successful candidate will have hands on data processing and data modeling experience in a ""big data"" environment."
